Name	TPM_Tb154_quant	TPM_Tb155_quant	TPM_Tb156_quant	TPM_Tb157_quant	TPM_Tb158_quant	TPM_Tb159_quant
KWMTBOMO00171.mrna1	0.000000	0.066073	0.046061	10.112084	8.525577	4.966343
MSTRG.615.5	0.263528	0.000000	0.000000	8.244102	7.496317	0.000000
KWMTBOMO00172.mrna1	0.000000	0.000000	0.000000	0.000000	0.000000	0.068920
MSTRG.616.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.616.5	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.616.4	0.033996	0.023375	0.078163	0.146534	0.276058	0.146566
MSTRG.616.3	0.000000	0.000000	0.000000	0.044148	0.000000	0.103964
KWMTBOMO00173.mrna1	0.000000	0.000000	0.000000	0.000000	0.000000	0.015392
KWMTBOMO00174.mrna1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.618.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.616.7	0.000000	0.000000	0.076907	0.000000	0.000000	0.132857
KWMTBOMO00175.mrna1	0.000000	0.000000	0.000000	0.000000	0.000000	0.325601
MSTRG.619.1	4.598112	2.551218	3.936068	3.264074	2.614095	2.218961
MSTRG.619.2	0.000000	0.066411	0.784988	0.667194	0.488792	0.320580
MSTRG.619.3	0.037086	0.020200	0.074959	0.044218	0.035983	0.101488
MSTRG.619.4	2.028750	1.864737	3.302536	2.135325	1.956279	3.459242
KWMTBOMO00176.mrna1	7.068821	5.472990	9.046135	5.749734	3.725179	3.488918
MSTRG.620.2	0.000000	0.000000	0.000000	7.633334	6.339651	7.843370
MSTRG.620.3	1.344123	0.783448	0.578074	0.125418	0.428878	0.000000
MSTRG.620.1	0.000000	0.000000	0.000000	1.255437	2.978507	2.144243
MSTRG.620.4	0.000000	0.000000	1.119492	2.785860	1.563332	1.859926
