Name	rcount_Tb160_quant	rcount_Tb161_quant	rcount_Tb162_quant	rcount_Tb163_quant	rcount_Tb164_quant	rcount_Tb165_quant
MSTRG.137.2	14.986	26.066	25.532	45.232	91.858	22.870
MSTRG.137.3	12.193	16.422	18.549	6.671	19.571	9.979
KWMTBOMO16603.mrna1	0.000	0.000	0.000	0.000	0.000	5.170
KWMTBOMO16604.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.146.1	123.442	17.829	145.848	247.256	136.067	560.190
MSTRG.146.3	3134.081	4373.405	3829.544	7773.935	5987.165	5975.892
MSTRG.146.2	48.764	91.819	33.142	157.378	253.172	253.547
KWMTBOMO16605.mrna1	0.000	0.000	0.000	0.000	3.958	4.095
KWMTBOMO16606.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.146.6	58.296	0.000	0.000	200.891	0.000	117.559
KWMTBOMO16607.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.141.2	0.000	0.000	0.000	0.000	0.000	0.000
KWMTBOMO16608.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.145.1	1.009	0.000	0.000	0.000	0.000	1.256
MSTRG.142.1	0.000	0.000	3.007	1.464	0.000	0.000
MSTRG.143.1	0.000	6.858	6.153	7.305	12.603	0.000
MSTRG.144.1	1.005	0.000	0.000	1.536	0.000	1.085
MSTRG.164.1	0.000	0.000	7.707	0.000	0.000	0.000
MSTRG.165.1	28048.369	26082.590	42115.108	54238.935	40797.852	28473.473
MSTRG.164.2	41.550	23.947	44.626	12.185	42.050	0.000
MSTRG.164.3	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.164.4	112.298	258.538	304.796	615.516	578.943	201.227
MSTRG.164.5	263.529	289.307	210.527	1136.866	978.498	617.822
MSTRG.166.1	0.000	0.000	0.000	19.426	0.000	0.000
MSTRG.167.1	38.613	0.000	14.655	33.920	0.000	19.318
MSTRG.167.2	100845.688	109795.250	168203.289	120931.606	114425.556	94528.986
MSTRG.167.3	18.479	24.835	41.267	0.000	7.778	4.595
MSTRG.166.2	109.565	193.667	170.668	500.480	531.919	241.201
MSTRG.168.1	6922.346	5272.640	9828.472	21816.628	15972.297	8562.582
MSTRG.169.2	130.011	125.795	68.354	160.877	431.614	165.189
MSTRG.169.1	0.000	0.000	0.000	0.000	11.479	0.000
MSTRG.169.3	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.169.4	37.143	103.198	118.454	34.848	31.940	26.864
MSTRG.169.5	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.167.4	5.725	3.300	0.000	0.000	0.000	0.000
MSTRG.167.5	0.000	0.000	16.972	0.000	0.000	2.499
MSTRG.166.3	32.813	104.627	78.557	52.317	104.344	46.017
MSTRG.166.4	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.166.5	50.986	40.352	41.554	181.367	323.410	62.257
MSTRG.168.2	13747.328	11058.739	18707.839	19803.200	14806.388	7089.598
MSTRG.170.1	41.795	63.627	38.350	90.948	147.395	60.394
MSTRG.147.1	0.000	0.000	0.000	0.000	0.000	0.000
KWMTBOMO16609.mrna1	0.000	4.750	6.277	4.548	0.000	0.000
KWMTBOMO16610.mrna1	0.000	0.000	25.810	0.000	0.000	0.000
KWMTBOMO16611.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.150.1	0.000	11.000	0.000	0.000	0.000	0.000
KWMTBOMO16612.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.153.2	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.151.1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.152.1	0.000	0.000	0.000	0.000	0.000	0.000
KWMTBOMO16613.mrna1	2.566	15.213	14.551	46.569	21.836	39.951
MSTRG.155.1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.156.1	0.000	33.008	18.395	0.000	0.000	33.174
KWMTBOMO16614.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
KWMTBOMO16615.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
KWMTBOMO16616.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.161.1	3.949	7.639	4.607	0.000	0.000	5.148
MSTRG.162.1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.162.2	0.000	0.000	0.000	0.000	0.000	0.000
KWMTBOMO16617.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
KWMTBOMO16618.mrna1	14.253	21.594	16.996	10.693	41.800	2.218
MSTRG.158.1	2.000	1.000	5.000	10.000	9.000	9.992
MSTRG.159.1	29.355	26.608	15.421	14.655	24.620	0.000
KWMTBOMO16619.mrna1	0.000	0.000	0.000	0.000	1.000	0.000
MSTRG.160.1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.171.1	88.842	173.436	169.212	3236.801	2738.130	2452.711
MSTRG.171.2	19.808	25.713	0.000	442.844	36.862	0.000
KWMTBOMO16620.mrna1	0.000	0.000	0.000	0.000	63.516	851.978
MSTRG.172.1	1.932	0.000	4.849	0.000	0.000	0.000
MSTRG.172.2	23.974	32.310	34.095	13.266	6.518	7.854
KWMTBOMO16621.mrna1	5.793	13.682	21.932	20.182	6.267	7.643
MSTRG.173.1	1075.758	2116.013	2113.194	1093.376	903.952	1225.138
KWMTBOMO16622.mrna1	49.032	70.786	0.000	790.046	1054.007	1844.132
MSTRG.175.1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.177.1	687.488	755.113	739.581	285.149	235.445	212.152
KWMTBOMO16623.mrna1	3.800	0.000	0.000	4.529	0.000	0.000
MSTRG.176.1	1674.142	1588.999	1860.837	3420.142	3245.856	4007.379
KWMTBOMO16627.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.180.1	1662.039	1899.551	2459.665	1.000	0.000	2.810
MSTRG.180.2	793.278	923.124	1206.908	0.000	0.000	0.000
MSTRG.180.3	629.027	770.423	882.351	8.972	6.636	2.511
KWMTBOMO16629.mrna1	12.348	18.005	16.006	0.000	0.000	0.000
KWMTBOMO16630.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.181.1	3.447	5.457	11.488	169.671	111.598	178.115
KWMTBOMO16635.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.184.1	0.000	0.000	0.000	0.000	0.000	0.000
KWMTBOMO16636.mrna1	118.000	191.955	327.851	846.346	708.936	812.134
KWMTBOMO16637.mrna1	0.000	5.045	10.000	32.035	30.078	40.181
